"movie_odid","display_name","rating","reason"
"43470100","Brideshead Revisited","PG-13","for some sexual content."
"43500100","The Rocker","PG-13","for drug and sexual references, nudity and language."
"43520100","My Own Private Idaho","R","for strong sensuality, language and drug use."
"43570100","The Opposite of Sex","R","for strong language and sex related dialogue and sexuality"
"43580100","P2","R","for strong violence/gore, terror and language."
"43600100","Most Wanted","R","for violence and language"
"43620100","Post Grad","PG-13","for sexual situations and brief strong language."
"43680100","The Jacket","R","for violence, language and brief sexuality/nudity."
"43710100","What Planet Are You From?","R","for sexuality and language"
"43750100","Dick","PG-13","for sex-related humor, drug content and language"
"43760100","One Night at McCool's","R","for violence, sexuality and language"
"43820100","Ghost World","R","for strong language and some sexual content"
"43860100","Topsy Turvy","R","for a scene of risque nudity"
"43890100","Rabbit-Proof Fence","PG","for emotional thematic material"
"43900100","Croupier","Not Rated","NULL"
"43910100","The Straight Story","G","NULL"
"43920100","Ne le dis à personne","Not Rated","NULL"
"43930100","Almost Heroes","PG-13","for crude humor and nudity"
"43940100","Nowhere in Africa","R","for some sexual content"
"43950100","Un long dimanche de fiançailles","R","for violence and sexuality."
"43990100","Beyond the Sea","PG-13","for some strong language and a scene of sensuality."
"44020100","Chasing Papi","PG","for mild sexuality and language"
"44050100","Impostor","PG-13","for intense sci-fi violence, some sensuality and language (previously rated R)"
"44090100","Il buono, il brutto, il cattivo","Not Rated","Approved"
"44110100","Grandma’s Boy","R","for drug use and language throughout, strong crude and sexual humor, and nudity."
"44120100","Gigli","R","for sexual content, pervasive language and brief strong violence"
"44130100","Kull The Conqueror","PG-13","for fantasy action violence and sensuality"
"44170100","The Way of the Gun","R","for strong violence/gore, language and some sexuality"
"44180100","Megiddo: Omega Code 2","PG-13","for violence, warfare and some thematic elements"
"44200100","Deuces Wild","R","NULL"
"44220100","Foolish","R","for strong language, including sex-related dialogue, sexuality and some drug content"
"44250100","Run, Fatboy, Run","PG-13","for some rude and sexual humor, nudity, language and smoking"
"44290100","Rebecca","Not Rated",""
"44410100","Dial M for Murder","PG",""
"44590100","Le Scaphandre et le Papillon","PG-13","for nudity, sexual content and some language"
"44610100","Les Boys II","Not Rated","NULL"
"44620100","Central do Brasil","R","for language"
"44640100","Lars and the Real Girl","PG-13","for some sex-related content"
"44650100","Basic Instinct 2","R","for strong sexuality, nudity, violence, language and some drug content."
"44660100","The Last Legion","PG-13","for sequences of intense action violence"
"44670100","Inventing the Abbotts","R","for sexuality and language"
"44690100","Gang Related","R","for strong language, some violence and a scene with nudity"
"44710100","Highlander","R","for strong action violence, a scene of sexuality and some language."
"44730100","The Boxer","R","for language and some violence"
"44750100","Light It Up","R","for language and violent content."
"44760100","Feel the Noise","PG-13","for sensuality and innuendos, violence, some drug use and language."
"44790100","Real Women Have Curves","PG-13","NULL"
"44810100","Palmetto","R","for sexuality, language and some violence"
"44910100","The Perfect Holiday","PG","for brief language and some suggestive humor"
"44930100","The Station Agent","R","for language and some drug content."
"44960100","Before Sunset","R","NULL"
"44970100","Luther","PG-13","for disturbing images of violence."
"44990100","Kolya","PG-13","for some sensuality"
"45020100","The Clearing","R","NULL"
"45040100","Phantoms","R","for sci-fi violence/gore and language"
"45050100","Lucky You","PG-13","for some language and sexual humor"
"45070100","One Eight Seven","R","for violence, strong language, drug use and brief nudity."
"45090100","Spellbound","G","NULL"
"45120100","El crimen de padre Amaro","R","for sexuality, language and some disturbing images"
"45160100","Mongol","R","for sequence of bloody warfare"
"45180100","RocknRolla","R","for pervasive language, violence, drug use and brief sexuality."
"45220100","Who's Your Caddy?","PG-13","for crude and sexual content, some nudity, language and drug material"
"45250100","Kundun","PG-13","for violent images."
"45290100","Down in the Delta","PG-13","for drug related material"
"45320100","Where the Money Is","PG-13","for some sexual content"
"45360100","Underclassman","PG-13","for violence, sexual references, drug material and some teen drinking."
"45380100","Never Die Alone","R","NULL"
"45410100","Batman: Mask of the Phantasm","PG","for animated violence"
"45470100","Iris","R","NULL"
"45490100","Gridlock'd","R","for graphic drug use, pervasive strong language and brief nudity"
"45520100","For Your Consideration","PG-13","for sexual references and brief language."
"45530100","Water","PG-13","for mature thematic material involving sexual situations, and for brief drug use"
"45540100","Let's Go to Prison","R","for language, sexual content, some violence and drug material"
"45570100","Say It Isn't So","R","for strong sexual content, crude humor and language"
"45590100","Slums of Beverly Hills","R","for strong sexual situations, nudity, language and drug content"
"45600100","Der Untergang","R","for strong violence, disturbing images and some nudity"
"45610100","A Scanner Darkly","R","for drug and sexual content, language and a brief violent image."
"45640100","Rescue Dawn","PG-13","for some sequences of intense war violence and torture"
"45650100","Die Fälscher","R","for some strong violence, brief sexuality/nudity and language."
"45660100","Ride","R","for pervasive strong language including sex-related dialogue"
"45670100","Little Children","R","for strong sexuality and nudity, language and some disturbing content"
"45720100","Monkeybone","PG-13","for crude humor and some nudity"
"45760100","Amores Perros","R","for violence/gore, language and sexuality."
"45770100","The Human Stain","R","for language and sexuality/nudity"
"45780100","Shine a Light","R","for some language"
"45800100","Wolves","Not Rated","NULL"
"45810100","Once Upon a Time in America","R","for strong violence, sexual content, language and some drug use. (edited version)"
"45810100","Once Upon a Time in America","R","for strong violence including a scene of rape, sexual content, language and some drug use."
"45840100","Pane e tulipani","PG-13","for brief language, some sensuality and drug references"
"45860100","Made","R","for pervasive language, some drug use and sexuality"
"45870100","The Truth About Charlie","PG-13","for some violence and sexual content/nudity"
"45900100","Orlando","PG-13","for some sensuality."
"45910100","Whatever Works","PG-13","For sexual situations including dialogue, brief nude images and thematic material"
"45930100","Before Sunrise","R","for some strong language"
"46000100","Black and White","R","NULL"
"46010100","Siegfried & Roy: Masters of the Impossible","PG","NULL"
"46030100","The In Crowd","PG-13","for violence, sexuality, language and drug content"
"46050100","La mala educación","NC-17","for a scene of explicit sexual content"
"46060100","Bandslam","PG","for some thematic elements and mild language."
"46070100","Formula 51","R","for strong violence, language, drug content and some sexuality"
"46190100","Ba wang bie ji","R","for language and strong depiction of thematic material."
"46220100","The World's Fastest Indian","PG-13","for brief language, drug use and a sexual reference."
"46230100","Grind","PG-13","for crude humor, sexual content and language"
"46240100","Gossip","R","for sexual content including language, and for brief violence"
"46250100","Dangerous Ground","R","for strong violence, drug use and language, and for some nudity"
"46290100","Sunshine","R","for strong sexuality, and for violence, language and nudity"
"46320100","Celebrity","R","for language, sex and some drug use"
"46350100","Los tres entierros de Melquiades Estrada","R","for language, violence and sexuality"
"46380100","Stop Making Sense","Not Rated",""
"46390100","Woman on Top","R","for some strong sexuality and language"
"46410100","Alien Adventure","Not Rated","NULL"
"46420100","Birth","R","for sexuality"
"46440100","Bubble Boy","PG-13","for language and crude sexual humor"
"46450100","Club Dread","R","for violence/gore, sexual content, language and drug use."
"46530100","Seven Brides for Seven Brothers","G","Rating is for 1971 Re-Issue of film from MGM Film Company"
"46620100","The Wanderers","R",""
"46680100","Jakob the Liar","PG-13","for violence and disturbing images"
